period_or_week,surveydate,survey_id,river,river_mile,section,species,run,count,clip,sex,forklength,disposition,condition,spawn,disctag,floytag,cwt_tag,comments_othermarks,sample_id,sample_type,head_id,scale_id,tissue_id,otolith_id,year
32,2019-08-02,257,USRB,297,2,Chinook,Winter,1,No Clip,M,754,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,7987,Tissue,NA,NA,NA,NA,2019
32,2019-08-02,257,USRB,297,2,Chinook,Winter,1,No Clip,F,792,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,7985,Tissue,NA,NA,NA,NA,2019
32,2019-08-02,256,USRB,298,2,Chinook,Winter,1,No Clip,F,709,Not Chopped,Fresh,Spawned,3990,NA,NA,NA,5962,Tissue,NA,NA,NA,NA,2019
32,2019-08-02,256,USRB,298,2,Chinook,Winter,1,No Clip,F,746,Not Chopped,Fresh,Spawned,3991,NA,NA,NA,5963,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-03,261,USRB,279,4,Chinook,Winter,1,Clipped,M,529,Chopped,Non-Fresh,Spawned,NA,NA,54778,NA,5977,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-03,260,USRB,279,4,Chinook,Winter,1,Clipped,M,837,Chopped,Non-Fresh,Spawned,NA,NA,55882,NA,8005,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-03,260,USRB,281,4,Chinook,Winter,1,Clipped,F,754,Chopped,Non-Fresh,Spawned,NA,NA,55460,NA,8006,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-03,260,USRB,281,4,Chinook,Winter,1,Unknown,M,NA,Chopped,Non-Fresh,Spawned,NA,NA,55881,Head only fish but had cwt and tissue taken; t-wand positive,8007,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-04,262,USRB,289,3,Chinook,Winter,1,No Clip,M,722,Not Chopped,Fresh,Spawned,3662,NA,NA,NA,8008,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-04,262,USRB,289,3,Chinook,Winter,1,Clipped,F,575,Chopped,Non-Fresh,Spawned,NA,NA,55910,NA,8010,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-04,262,USRB,289,3,Chinook,Winter,1,Clipped,M,765,Not Chopped,Fresh,Spawned,9216,NA,55460,NA,8009,Tissue-Head-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-04,263,USRB,292,3,Chinook,Winter,1,Clipped,F,706,Chopped,Non-Fresh,Spawned,NA,NA,55460,NA,5978,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-04,262,USRB,294,3,Chinook,Winter,1,No Clip,F,740,Not Chopped,Non-Fresh,Spawned,9217,NA,NA,NA,8011,Tissue,NA,NA,NA,NA,2019
33,2019-08-04,262,USRB,295,3,Chinook,Winter,1,No Clip,M,521,Not Chopped,Fresh,Spawned,9218,NA,NA,NA,8012,Tissue,NA,NA,NA,NA,2019
33,2019-08-04,263,USRB,296,3,Chinook,Winter,1,No Clip,F,721,Chopped,Fresh,Spawned,NA,NA,NA,DK this fish (tagged as DT 3613) was recapped same day by other boat-treat as chopped with no tag,5979,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,298,1,Chinook,Winter,1,No Clip,F,735,Not Chopped,Non-Fresh,Spawned,2436,NA,NA,NA,8019,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,298,1,Chinook,Winter,1,Clipped,F,786,Not Chopped,Non-Fresh,Spawned,2437,NA,55460,NA,8020,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,298,1,Chinook,Winter,1,Clipped,M,562,Not Chopped,Fresh,Spawned,3624,NA,54778,NA,6004,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,298,1,Chinook,Winter,1,No Clip,F,575,Not Chopped,Fresh,Spawned,2438,NA,NA,NA,8021,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,299,1,Chinook,Winter,1,No Clip,F,766,Not Chopped,Fresh,Spawned,2790,NA,NA,NA,8024,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,299,1,Chinook,Winter,1,Clipped,F,720,Chopped,Non-Fresh,Spawned,NA,NA,400000,NA,8025,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,299,1,Chinook,Winter,1,Clipped,F,699,Not Chopped,Fresh,Spawned,3626,NA,53998,NA,6007,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,299,1,Chinook,Winter,1,No Clip,F,746,Not Chopped,Fresh,Spawned,3625,NA,NA,NA,6005,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,299,1,Chinook,Winter,1,No Clip,F,686,Not Chopped,Fresh,Spawned,2439,NA,NA,NA,8022,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,299,1,Chinook,Winter,1,No Clip,F,664,Not Chopped,Non-Fresh,Spawned,2791,NA,NA,NA,8026,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,299,1,Chinook,Winter,1,No Clip,M,841,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,6006,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,299,1,Chinook,Winter,1,No Clip,F,679,Not Chopped,Non-Fresh,Spawned,2440,NA,NA,NA,8023,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,300,1,Chinook,Winter,1,No Clip,F,847,Not Chopped,Fresh,Spawned,3628,NA,NA,NA,6009,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,Clipped,F,726,Not Chopped,Fresh,Spawned,2794,NA,55882,NA,8029,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,711,Not Chopped,Non-Fresh,Spawned,2797,NA,NA,NA,8033,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,760,Chopped,Fresh,Spawned,NA,NA,NA,fresh chop,8030,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,764,Not Chopped,Non-Fresh,Spawned,2799,NA,NA,NA,8035,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,737,Not Chopped,Fresh,Spawned,2798,NA,NA,NA,8034,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,760,Not Chopped,Fresh,Spawned,2795,NA,NA,NA,8031,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,Clipped,F,732,Not Chopped,Fresh,Spawned,2792,NA,55882,NA,8027,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,300,1,Chinook,Winter,1,No Clip,F,646,Not Chopped,Fresh,Spawned,3627,NA,NA,NA,6008,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,703,Not Chopped,Fresh,Spawned,2793,NA,NA,NA,8028,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,300,1,Chinook,Winter,1,No Clip,F,791,Not Chopped,Fresh,Spawned,2796,NA,NA,NA,8032,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,No Clip,F,789,Not Chopped,Fresh,Spawned,3629,NA,NA,NA,6010,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,No Clip,F,740,Not Chopped,Fresh,Spawned,9223,NA,NA,NA,8041,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,No Clip,F,792,Not Chopped,Fresh,Spawned,3634,NA,NA,NA,6015,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,No Clip,F,735,Not Chopped,Fresh,Spawned,3631,NA,NA,NA,6012,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,No Clip,F,786,Not Chopped,Fresh,Spawned,9219,NA,NA,NA,8037,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,No Clip,F,641,Not Chopped,Fresh,Spawned,3633,NA,NA,NA,6014,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,No Clip,F,722,Not Chopped,Non-Fresh,Spawned,9220,NA,NA,NA,8038,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,No Clip,F,752,Not Chopped,Non-Fresh,Spawned,9222,NA,NA,NA,8040,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,Clipped,F,773,Not Chopped,Fresh,Spawned,3630,NA,55882,NA,6011,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,Clipped,F,771,Not Chopped,Fresh,Spawned,9221,NA,55882,NA,8039,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,267,USRB,301,1,Chinook,Winter,1,No Clip,F,700,Not Chopped,Non-Fresh,Spawned,2800,NA,NA,NA,8036,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,266,USRB,301,1,Chinook,Winter,1,No Clip,F,772,Not Chopped,Fresh,Spawned,3632,NA,NA,NA,6013,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,No Clip,F,810,Not Chopped,Fresh,Spawned,3618,NA,NA,NA,5998,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,No Clip,F,712,Not Chopped,Non-Fresh,Spawned,3614,NA,NA,NA,5981,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,296,2,Chinook,Winter,1,No Clip,F,748,Not Chopped,Fresh,Spawned,2431,NA,NA,NA,8014,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,Clipped,F,738,Not Chopped,Non-Fresh,Spawned,3615,NA,55882,NA,5982,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,Clipped,M,916,Not Chopped,Non-Fresh,Spawned,3612,NA,55881,NA,5980,Tissue-Head,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,No Clip,F,784,Not Chopped,Fresh,Spawned,3617,NA,NA,NA,5984,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,296,2,Chinook,Winter,1,No Clip,F,686,Not Chopped,Fresh,Spawned,2432,NA,NA,NA,8015,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,296,2,Chinook,Winter,1,No Clip,F,718,Not Chopped,Fresh,Spawned,2430,NA,NA,NA,8013,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,296,2,Chinook,Winter,1,No Clip,F,659,Not Chopped,Non-Fresh,Spawned,3616,NA,NA,NA,5983,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,297,2,Chinook,Winter,1,No Clip,F,745,Not Chopped,Non-Fresh,Spawned,2434,NA,NA,NA,8017,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,297,2,Chinook,Winter,1,No Clip,F,738,Not Chopped,Non-Fresh,Spawned,2435,NA,NA,NA,8018,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,297,2,Chinook,Winter,1,Clipped,F,793,Not Chopped,Fresh,Spawned,3620,NA,55882,NA,6000,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
33,2019-08-05,265,USRB,297,2,Chinook,Winter,1,Clipped,F,762,Not Chopped,Fresh,Spawned,2433,NA,55882,NA,8016,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,297,2,Chinook,Winter,1,No Clip,F,695,Not Chopped,Fresh,Spawned,3619,NA,NA,NA,5999,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,298,2,Chinook,Winter,1,No Clip,F,700,Not Chopped,Non-Fresh,Spawned,3622,NA,NA,NA,6002,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,298,2,Chinook,Winter,1,No Clip,F,741,Not Chopped,Fresh,Spawned,3621,NA,NA,NA,6001,Tissue,NA,NA,NA,NA,2019
33,2019-08-05,264,USRB,298,2,Chinook,Winter,1,Clipped,F,744,Not Chopped,Non-Fresh,Spawned,3623,NA,55881,NA,6003,Tissue-Head,NA,NA,NA,NA,2019
34,2019-08-06,268,USRB,279,4,Chinook,Winter,1,No Clip,M,850,Not Chopped,Non-Fresh,Spawned,3853,NA,NA,NA,6016,Tissue,NA,NA,NA,NA,2019
34,2019-08-06,269,USRB,285,4,Chinook,Winter,1,No Clip,M,697,Not Chopped,Fresh,Spawned,9224,NA,NA,NA,8042,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-07,270,USRB,288,3,Chinook,Winter,1,No Clip,F,820,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,6017,Tissue,NA,NA,NA,NA,2019
34,2019-08-07,270,USRB,288,3,Chinook,Winter,1,No Clip,M,841,Not Chopped,Fresh,Spawned,3854,NA,NA,NA,6018,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-07,270,USRB,295,3,Chinook,Winter,1,Clipped,F,746,Not Chopped,Fresh,Spawned,3856,NA,55881,NA,6020,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-07,270,USRB,295,3,Chinook,Winter,1,No Clip,M,919,Not Chopped,Fresh,Spawned,3855,NA,NA,NA,6019,Tissue,NA,NA,NA,NA,2019
34,2019-08-07,271,USRB,295,3,Chinook,Winter,1,No Clip,F,769,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,8043,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,275,USRB,299,1,Chinook,Winter,1,Clipped,F,778,Not Chopped,Fresh,Spawned,9606,NA,55882,NA,8050,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,274,USRB,299,1,Chinook,Winter,1,Clipped,F,735,Not Chopped,Non-Fresh,Spawned,3863,NA,55881,NA,6028,Tissue-Head,NA,NA,NA,NA,2019
34,2019-08-08,274,USRB,300,1,Chinook,Winter,1,No Clip,F,725,Not Chopped,Non-Fresh,Spawned,3864,NA,NA,NA,6029,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,275,USRB,300,1,Chinook,Winter,1,No Clip,F,762,Not Chopped,Fresh,Spawned,9608,NA,NA,NA,8052,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,275,USRB,300,1,Chinook,Winter,1,No Clip,F,713,Not Chopped,Fresh,Spawned,9607,NA,NA,NA,8051,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,274,USRB,300,1,Chinook,Winter,1,Clipped,F,785,Not Chopped,Fresh,Spawned,3865,NA,55882,NA,6030,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,274,USRB,301,1,Chinook,Winter,1,Clipped,F,738,Chopped,Non-Fresh,Spawned,NA,NA,55460,fresh chop,6031,Tissue-Head,NA,NA,NA,NA,2019
34,2019-08-08,275,USRB,301,1,Chinook,Winter,1,No Clip,F,753,Not Chopped,Fresh,Spawned,9609,NA,NA,NA,8053,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,296,2,Chinook,Winter,1,Clipped,F,739,Not Chopped,Fresh,Spawned,3858,NA,100000,NA,6023,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,273,USRB,296,2,Chinook,Winter,1,No Clip,F,802,Not Chopped,Non-Fresh,Spawned,9603,NA,NA,NA,8046,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,273,USRB,296,2,Chinook,Winter,1,No Clip,F,783,Not Chopped,Fresh,Spawned,9604,NA,NA,NA,8047,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,273,USRB,296,2,Chinook,Winter,1,No Clip,F,662,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,8044,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,296,2,Chinook,Winter,1,No Clip,M,587,Not Chopped,Fresh,Unspawned,3857,NA,NA,NA,6022,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,296,2,Chinook,Winter,1,No Clip,F,769,Not Chopped,Fresh,Spawned,3859,NA,NA,NA,6024,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,273,USRB,297,2,Chinook,Winter,1,No Clip,F,745,Not Chopped,Fresh,Spawned,9605,NA,NA,NA,8048,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,297,2,Chinook,Winter,1,No Clip,F,789,Not Chopped,Non-Fresh,Spawned,3860,NA,NA,NA,6025,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,297,2,Chinook,Winter,1,No Clip,F,705,Not Chopped,Non-Fresh,Spawned,3861,NA,NA,NA,6026,Tissue,NA,NA,NA,NA,2019
34,2019-08-08,272,USRB,298,2,Chinook,Winter,1,No Clip,F,727,Not Chopped,Non-Fresh,Spawned,3862,NA,NA,NA,6027,Tissue,NA,NA,NA,NA,2019
35,2019-08-09,276,USRB,279,4,Chinook,Winter,1,No Clip,M,911,Chopped,Fresh,Spawned,NA,NA,NA,fresh chop,8054,Tissue-Scale-Otolith,NA,NA,NA,NA,2019
35,2019-08-09,276,USRB,283,4,Chinook,Winter,1,Clipped,M,550,Chopped,Non-Fresh,Spawned,NA,NA,55909,NA,8055,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-10,278,USRB,288,3,Chinook,Winter,1,No Clip,M,961,Chopped,Fresh,Spawned,NA,NA,NA,fresh chop,8056,Tissue,NA,NA,NA,NA,2019
35,2019-08-10,279,USRB,289,3,Chinook,Winter,1,Clipped,F,784,Chopped,Non-Fresh,Spawned,NA,NA,55882,NA,6032,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-10,279,USRB,293,3,Chinook,Winter,1,Clipped,F,739,Not Chopped,Fresh,Spawned,7150,NA,54777,NA,6033,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-10,279,USRB,295,3,Chinook,Winter,1,No Clip,F,747,Not Chopped,Fresh,Spawned,6226,NA,NA,NA,6034,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-10,279,USRB,296,3,Chinook,Winter,1,No Clip,F,743,Not Chopped,Non-Fresh,Spawned,6225,NA,NA,NA,6035,Tissue,NA,NA,NA,NA,2019
35,2019-08-11,282,USRB,298,1,Chinook,Winter,1,Clipped,F,718,Chopped,Non-Fresh,Spawned,NA,NA,55460,NA,8058,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-11,282,USRB,299,1,Chinook,Winter,1,No Clip,F,742,Not Chopped,Fresh,Spawned,7194,NA,NA,NA,8059,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-11,283,USRB,300,1,Chinook,Winter,1,Clipped,M,857,Not Chopped,Fresh,Spawned,6222,NA,55882,NA,6038,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-11,282,USRB,300,1,Chinook,Winter,1,Clipped,F,694,Not Chopped,Fresh,Spawned,7195,NA,55881,NA,8060,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-11,282,USRB,300,1,Chinook,Winter,1,Clipped,F,714,Not Chopped,Fresh,Spawned,7196,NA,53998,NA,8062,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-11,282,USRB,300,1,Chinook,Winter,1,No Clip,F,776,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,8061,Tissue,NA,NA,NA,NA,2019
35,2019-08-11,283,USRB,301,1,Chinook,Winter,1,No Clip,F,742,Not Chopped,Fresh,Spawned,6220,NA,NA,NA,6040,Tissue,NA,NA,NA,NA,2019
35,2019-08-11,283,USRB,301,1,Chinook,Winter,1,No Clip,F,755,Not Chopped,Fresh,Spawned,6221,NA,NA,NA,6039,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-11,283,USRB,301,1,Chinook,Winter,1,Clipped,F,752,Not Chopped,Fresh,Spawned,6219,NA,55460,NA,6041,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-11,283,USRB,301,1,Chinook,Winter,1,Clipped,F,789,Not Chopped,Fresh,Spawned,6218,NA,55881,NA,6042,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-11,281,USRB,296,2,Chinook,Winter,1,Clipped,F,766,Not Chopped,Fresh,Spawned,6223,NA,55460,DO DT is 6223,6037,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
35,2019-08-11,280,USRB,296,2,Chinook,Winter,1,Clipped,F,712,Chopped,Non-Fresh,Spawned,NA,NA,53998,NA,8057,Tissue-Head,NA,NA,NA,NA,2019
35,2019-08-11,281,USRB,296,2,Chinook,Winter,1,No Clip,M,543,Not Chopped,Fresh,Spawned,6224,NA,NA,NA,6036,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
36,2019-08-14,291,USRB,298,1,Chinook,Winter,1,No Clip,F,721,Not Chopped,Non-Fresh,Spawned,4504,NA,NA,NA,8069,Tissue,NA,NA,NA,NA,2019
36,2019-08-14,291,USRB,298,1,Chinook,Winter,1,Clipped,F,765,Not Chopped,Non-Fresh,Spawned,4503,NA,55881,NA,8068,Tissue-Head,NA,NA,NA,NA,2019
36,2019-08-14,291,USRB,298,1,Chinook,Winter,1,Clipped,F,778,Chopped,Non-Fresh,Spawned,NA,NA,55882,NA,8070,Tissue-Head,NA,NA,NA,NA,2019
36,2019-08-14,290,USRB,299,1,Chinook,Winter,1,Clipped,F,712,Not Chopped,Non-Fresh,Spawned,4578,NA,55881,NA,6052,Tissue-Head,NA,NA,NA,NA,2019
36,2019-08-14,290,USRB,300,1,Chinook,Winter,1,No Clip,F,695,Not Chopped,Fresh,Spawned,4579,NA,NA,NA,6053,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
36,2019-08-14,290,USRB,300,1,Chinook,Winter,1,Clipped,M,537,Not Chopped,Fresh,Spawned,4580,NA,55911,NA,6054,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
36,2019-08-14,290,USRB,301,1,Chinook,Winter,1,No Clip,F,735,Not Chopped,Non-Fresh,Spawned,4581,NA,NA,NA,6055,Tissue,NA,NA,NA,NA,2019
36,2019-08-14,289,USRB,296,2,Chinook,Winter,1,Unknown,F,661,Not Chopped,Non-Fresh,Spawned,4499,NA,55882,NA,8063,Tissue-Head,NA,NA,NA,NA,2019
36,2019-08-14,289,USRB,297,2,Chinook,Winter,1,No Clip,F,712,Not Chopped,Non-Fresh,Spawned,4502,NA,NA,NA,8066,Tissue,NA,NA,NA,NA,2019
36,2019-08-14,289,USRB,297,2,Chinook,Winter,1,No Clip,F,711,Not Chopped,Fresh,Spawned,4501,NA,NA,NA,8065,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
36,2019-08-14,289,USRB,297,2,Chinook,Winter,1,No Clip,F,797,Not Chopped,Non-Fresh,Spawned,4500,NA,NA,NA,8064,Tissue,NA,NA,NA,NA,2019
36,2019-08-14,289,USRB,297,2,Chinook,Winter,1,Unknown,F,805,Chopped,Non-Fresh,3,NA,NA,55881,NA,8067,Tissue-Head,NA,NA,NA,NA,2019
36,2019-08-14,288,USRB,298,2,Chinook,Winter,1,Clipped,F,772,Not Chopped,Fresh,Spawned,4577,NA,55881,per KO on sample type,6051,Head-Otolith-E,NA,NA,NA,NA,2019
37,2019-08-16,295,USRB,294,3,Chinook,Winter,1,No Clip,M,631,Not Chopped,Non-Fresh,Spawned,6855,NA,NA,NA,6043,Tissue,NA,NA,NA,NA,2019
37,2019-08-16,294,USRB,295,3,Chinook,Winter,1,Clipped,M,910,Chopped,Non-Fresh,Spawned,NA,NA,55881,NA,8071,Tissue-Head,NA,NA,NA,NA,2019
37,2019-08-17,299,USRB,298,1,Chinook,Winter,1,No Clip,M,558,Not Chopped,Fresh,Spawned,6889,NA,NA,NA,6044,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
37,2019-08-17,298,USRB,300,1,Chinook,Winter,1,No Clip,M,473,Chopped,Fresh,Spawned,NA,NA,NA,fresh chop; Otter chop,8072,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
37,2019-08-17,299,USRB,301,1,Chinook,Winter,1,No Clip,F,719,Not Chopped,Fresh,Spawned,6891,NA,NA,NA,6046,Tissue,NA,NA,NA,NA,2019
37,2019-08-17,299,USRB,301,1,Chinook,Winter,1,No Clip,F,534,Not Chopped,Fresh,Spawned,6892,NA,NA,NA,6047,Tissue,NA,NA,NA,NA,2019
37,2019-08-17,299,USRB,301,1,Chinook,Winter,1,No Clip,F,706,Not Chopped,Non-Fresh,Spawned,6890,NA,NA,NA,6045,Tissue,NA,NA,NA,NA,2019
37,2019-08-17,299,USRB,301,1,Chinook,Winter,1,No Clip,F,765,Not Chopped,Fresh,Spawned,6893,NA,NA,NA,6048,Tissue,NA,NA,NA,NA,2019
38,2019-08-19,302,USRB,289,3,Chinook,Winter,1,No Clip,M,826,Not Chopped,Fresh,Unspawned,9441,NA,NA,NA,6076,Tissue-Otolith-E,NA,NA,NA,NA,2019
38,2019-08-19,303,USRB,292,3,Chinook,Winter,1,Clipped,F,665,Chopped,Non-Fresh,Spawned,NA,NA,55881,NA,8073,Tissue-Head,NA,NA,NA,NA,2019
38,2019-08-20,307,USRB,299,1,Chinook,Winter,1,Clipped,F,821,Chopped,Non-Fresh,Spawned,NA,NA,55460,NA,8076,Tissue-Head,NA,NA,NA,NA,2019
38,2019-08-20,306,USRB,300,1,Chinook,Winter,1,No Clip,F,751,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,6049,Tissue,NA,NA,NA,NA,2019
38,2019-08-20,306,USRB,301,1,Chinook,Winter,1,Clipped,F,678,Not Chopped,Fresh,Spawned,9445,NA,55882,NA,6050,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2019
38,2019-08-20,307,USRB,301,1,Chinook,Winter,1,No Clip,F,787,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,8077,Tissue,NA,NA,NA,NA,2019
38,2019-08-20,307,USRB,301,1,Chinook,Winter,1,No Clip,F,734,Not Chopped,Fresh,Spawned,6386,NA,NA,NA,8078,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2019
38,2019-08-20,305,USRB,296,2,Chinook,Winter,1,Clipped,F,682,Chopped,Non-Fresh,Spawned,NA,NA,55881,NA,8074,Tissue-Head,NA,NA,NA,NA,2019
38,2019-08-20,305,USRB,296,2,Chinook,Winter,1,Clipped,F,691,Chopped,Non-Fresh,Spawned,NA,NA,55460,NA,8075,Tissue-Head,NA,NA,NA,NA,2019
39,2019-08-23,314,USRB,298,1,Chinook,Winter,1,Clipped,F,774,Not Chopped,Non-Fresh,Spawned,9383,NA,55881,NA,8080,Tissue-Head,NA,NA,NA,NA,2019
